variant_name,prediction,seed,compat_N,well_mixed,payoff_preset,payoff_T,payoff_R,payoff_P,payoff_S,evolution_on,mutation_rate,fermi_k,evolution_interval,dunbar_limit,vision_radius,player_speed,end_cycle,share_TFT,share_ALLC,share_ALLD,share_FTFT,share_TF2T,share_GRIM,share_WSLS,d_share,exploit_last_window,payoff_ALLD,payoff_TFT,payoff_all,known_partners,distinct_partners,games_per_partner,exceeding_dunbar,fixated,stabilized,stabilized_at,nb_character_changes
S1_P3_wellmixed,P3,1620985466,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,15,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.1998647252229163,0.32123474468352564,7.418818600688614,3.995357403714991,4.680049643109715,15.0,199.0,183.89462311557784,1.0,False,True,11000,0
S1_P3_wellmixed,P3,2121129191,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,15,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.20133015780995356,0.32148475909537855,1.2836222036390312,0.7987706956195282,0.8957409972234288,15.0,199.0,183.9064824120603,1.0,False,True,11000,0
S1_P3_wellmixed,P3,686818433,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,15,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.20062235506274181,0.32160007867089885,1.2834783181993021,0.7990468490284017,0.895933142862582,15.0,199.0,183.91708542713567,1.0,False,True,11000,0
S1_P3_wellmixed,P3,744720527,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,15,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.19955185225560154,0.3197673147155947,1.2849966842740828,0.7988076902101009,0.896045489022897,15.0,199.0,183.93974874371867,1.0,False,True,11000,0
S1_P3_wellmixed,P3,381425458,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,15,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.2008401197594043,0.3206587988345842,1.2841689009355959,0.7989436976799857,0.8959887383311079,15.0,199.0,183.9241708542713,1.0,False,True,11000,0
S1_P3_wellmixed,P3,1620985466,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,15,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.1998647252229163,0.32123474468352564,1.283763720137034,0.7989907577075317,0.8959453501934321,15.0,199.0,183.89462311557784,1.0,False,True,11000,0
S1_P3_wellmixed,P3,2121129191,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,15,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.20133015780995356,0.32148475909537855,3.2090555090993007,2.7979773053961297,2.8801929461367646,15.0,199.0,183.9064824120603,1.0,False,True,11000,0
S1_P3_wellmixed,P3,686818433,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,15,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.20062235506274181,0.32160007867089885,3.2086957954999775,2.7982273576210566,2.8803210451968413,15.0,199.0,183.91708542713567,1.0,False,True,11000,0
S1_P3_wellmixed,P3,744720527,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,15,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.19955185225560154,0.3197673147155947,3.212491710686933,2.798011914916496,2.8809078740705836,15.0,199.0,183.93974874371867,1.0,False,True,11000,0
S1_P3_wellmixed,P3,381425458,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,15,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.2008401197594043,0.3206587988345842,3.2104222523407135,2.798153404586898,2.880607174137662,15.0,199.0,183.9241708542713,1.0,False,True,11000,0
S1_P3_wellmixed,P3,1620985466,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,15,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.1998647252229163,0.32123474468352564,3.2094093003443067,2.7981835273528675,2.880428681951154,15.0,199.0,183.89462311557784,1.0,False,True,11000,0
S1_P3_wellmixed,P3,2121129191,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,50,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.23058323088427662,0.2629793510324484,6.269697732910044,4.030186296836082,4.478088584050875,50.0,199.0,183.9064824120603,1.0,False,True,11000,0
S1_P3_wellmixed,P3,686818433,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,50,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22955580821121094,0.26373326194677693,6.26933534303806,4.0315207433896125,4.479083663319302,50.0,199.0,183.91708542713567,1.0,False,True,11000,0
S1_P3_wellmixed,P3,744720527,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,50,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22797751622161852,0.2629135959061386,6.273474435203537,4.030423732322694,4.479033872898863,50.0,199.0,183.93974874371867,1.0,False,True,11000,0
S1_P3_wellmixed,P3,381425458,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,50,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22965876289324907,0.26302210026292916,6.274717406721378,4.030931729677666,4.479688865086409,50.0,199.0,183.9241708542713,1.0,False,True,11000,0
S1_P3_wellmixed,P3,1620985466,200,True,PD_classic,9.0,5.0,1.0,0.0,False,0.0,0.5,100,50,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22868655594552098,0.2635911001317163,6.272995363861647,4.031168223638848,4.479533651683408,50.0,199.0,183.89462311557784,1.0,False,True,11000,0
S1_P3_wellmixed,P3,2121129191,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,50,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.23058323088427662,0.2629793510324484,1.0539395465815289,0.7987706956195282,0.8498044658119283,50.0,199.0,183.9064824120603,1.0,False,True,11000,0
S1_P3_wellmixed,P3,686818433,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,50,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22955580821121094,0.26373326194677693,1.0538670686071325,0.7990468490284017,0.8500108929441482,50.0,199.0,183.91708542713567,1.0,False,True,11000,0
S1_P3_wellmixed,P3,744720527,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,50,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22797751622161852,0.2629135959061386,1.0546948870402268,0.7988076902101009,0.8499851295761259,50.0,199.0,183.93974874371867,1.0,False,True,11000,0
S1_P3_wellmixed,P3,381425458,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,50,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22965876289324907,0.26302210026292916,1.0549434813437952,0.7989436976799857,0.8501436544127474,50.0,199.0,183.9241708542713,1.0,False,True,11000,0
S1_P3_wellmixed,P3,1620985466,200,True,weak_PD,1.6,1.0,0.0,0.0,False,0.0,0.5,100,50,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22868655594552098,0.2635911001317163,1.0545990727718493,0.7989907577075317,0.8501124207203947,50.0,199.0,183.89462311557784,1.0,False,True,11000,0
S1_P3_wellmixed,P3,2121129191,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,50,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.23058323088427662,0.2629793510324484,2.634848866455022,2.7261050581426507,2.707853819805125,50.0,199.0,183.9064824120603,1.0,False,True,11000,0
S1_P3_wellmixed,P3,686818433,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,50,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22955580821121094,0.26373326194677693,2.63466767151903,2.7264738525331857,2.7081126163303546,50.0,199.0,183.91708542713567,1.0,False,True,11000,0
S1_P3_wellmixed,P3,744720527,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,50,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22797751622161852,0.2629135959061386,2.636737217601768,2.726037127665721,2.7081771456529307,50.0,199.0,183.93974874371867,1.0,False,True,11000,0
S1_P12_space,P1P2,2121129191,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,0,30,2.0,20000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2986553171525175,0.0,1.2986553171525175,58.96,58.96,8.077379766610653,0.0,True,True,11000,391
S1_P12_space,P1P2,686818433,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,0,30,2.0,20000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3352962137666433,0.0,1.3352962137666433,60.39,60.39,7.528556040989406,0.0,True,True,12000,345
S1_P12_space,P1P2,744720527,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,0,30,2.0,20000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.277876602456138,0.0,1.277876602456138,60.4,60.4,7.669432864972006,0.0,True,True,11000,357
S1_P12_space,P1P2,381425458,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,0,30,2.0,20000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.393380795800894,0.0,1.393380795800894,60.59,60.59,7.672494583721868,0.0,True,True,13000,422
S1_P12_space,P1P2,1620985466,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,0,30,2.0,20000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.325167075498597,0.0,1.325167075498597,60.87,60.87,7.508472032418274,0.0,True,True,11000,393
S1_P3_wellmixed,P3,381425458,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,50,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22965876289324907,0.26302210026292916,2.6373587033606896,2.7265172151245114,2.708685512771748,50.0,199.0,183.9241708542713,1.0,False,True,11000,0
S1_P3_wellmixed,P3,1620985466,200,True,snowdrift,4.0,3.0,0.0,2.0,False,0.0,0.5,100,50,30,2.0,20000,0.7999999999999999,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.22868655594552098,0.2635911001317163,2.6364976819308237,2.726561887505151,2.708549046390285,50.0,199.0,183.89462311557784,1.0,False,True,11000,0
S1_P12_space,P1P2,2121129191,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,0,30,2.0,20000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12580834228420298,0.0,0.12580834228420298,59.51,59.51,7.721358797350283,0.0,True,True,14000,651
S1_P12_space,P1P2,686818433,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,0,30,2.0,20000,0.0195,0.0,0.9804999999999999,0.0,0.0,0.0,0.0,0.99928015436944,0.001374255611543747,0.14255304768542662,0.13051428977658142,0.14237246631679398,59.25,59.25,7.675033760992676,0.0,False,True,14000,790
S1_P12_space,P1P2,744720527,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,0,30,2.0,20000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12267259488955068,0.0,0.12267259488955068,59.9,59.9,7.828155547824221,0.0,True,True,15000,770
S1_P12_space,P1P2,381425458,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,0,30,2.0,20000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13457519815637722,0.0,0.13457519815637722,60.31,60.31,7.629792889698934,0.0,True,True,14000,749
S1_P12_space,P1P2,1620985466,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,0,30,2.0,20000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11559732209720763,0.0,0.11559732209720763,59.52,59.52,7.7216863539445875,0.0,True,True,14000,624
S1_P12_space,P1P2,2121129191,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,0,30,2.0,20000,0.06799999999999999,0.0,0.905,0.009999999999999998,0.016999999999999998,0.0,0.0,0.9685311776345985,0.014588859416445624,0.694075742642621,0.8902788432708603,0.7151118080376697,58.6,58.6,7.972004084768142,0.0,False,False,-1,1288
S1_P12_space,P1P2,686818433,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,0,30,2.0,20000,0.0,0.0,0.9270000000000002,0.05500000000000001,0.01,0.008000000000000002,0.0,0.9832505829406311,0.03260869565217391,0.7972463481871785,0.0,0.8051172009907431,58.82,58.82,8.020233417147233,0.0,False,False,-1,1210
S1_P12_space,P1P2,744720527,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,0,30,2.0,20000,0.0,0.0,0.883,0.0,0.07999999999999999,0.03699999999999999,0.0,0.9569927385552462,0.044563279857397504,0.7704636642403785,0.0,0.77516398627639,59.3,59.3,7.703757690481044,0.0,False,False,17000,1361
S1_P12_space,P1P2,381425458,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,0,30,2.0,20000,0.0,0.0,0.9015000000000001,0.0625,0.016500000000000004,0.011,0.0085,0.9618555436764693,0.047069681587448085,0.8977253470329852,0.0,0.9056284460834659,59.1,59.1,7.961139817336064,0.0,False,False,-1,1420
S1_P12_space,P1P2,1620985466,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,0,30,2.0,20000,0.0355,0.0,0.9644999999999999,0.0,0.0,0.0,0.0,0.9880682257355424,0.009286618826509076,0.6817640604052012,0.6089244212935505,0.678486276645177,60.17,60.17,7.4710691181840785,0.0,False,False,-1,1248
S1_P12_space,P1P2,2121129191,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,0,30,2.0,20000,0.006999999999999999,0.016500000000000004,0.9065,0.0045,0.025,0.018,0.0225,0.9711167983547048,0.05287569573283859,1.4860546673563433,0.0,1.4981979207256546,60.64,60.64,7.697820686890754,0.0,False,True,13000,1147
S1_P12_space,P1P2,686818433,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,0,30,2.0,20000,0.0155,0.009999999999999998,0.8825,0.030000000000000006,0.014500000000000002,0.03899999999999999,0.0085,0.9674347056080814,0.0405040504050405,1.5772190869658433,1.6406413771432495,1.5918503274997449,59.4,59.4,7.709982630200895,0.0,False,False,-1,1279
S1_P12_space,P1P2,381425458,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,0,30,2.0,20000,0.017,0.014499999999999999,0.8930000000000001,0.030000000000000006,0.0215,0.018,0.006,0.9701800296356169,0.04902789518174133,1.5168701270174687,1.5133891537384183,1.5168919125908058,59.55,59.55,7.8373519884932925,0.0,False,True,20000,1177
S1_P12_space,P1P2,744720527,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,0,30,2.0,20000,0.007000000000000001,0.005,0.9315000000000001,0.011,0.03450000000000001,0.004999999999999999,0.006,0.9891609090059497,0.022381756756756757,1.5132266851200307,1.30869708994709,1.513346180353874,58.78,58.78,7.8566111982799605,0.0,False,False,11000,1152
S1_P12_space,P1P2,1620985466,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,0,30,2.0,20000,0.025999999999999995,0.008000000000000002,0.9145000000000001,0.0095,0.014000000000000002,0.009999999999999998,0.018,0.9714735900207675,0.04995766299745978,1.4733380937902214,1.35617293662428,1.4716624932096987,58.78,58.78,7.721278752988399,0.0,False,False,-1,1113
S1_P12_space,P1P2,2121129191,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.01,0.5,100,0,30,2.0,20000,0.0615,0.022,0.764,0.026500000000000003,0.05199999999999999,0.051500000000000004,0.0225,0.9083677188515875,0.11890243902439024,0.19980629390939317,0.2255355309794471,0.19897222596643896,60.62,60.62,7.73699449129094,0.0,False,False,-1,1730
S1_P12_space,P1P2,686818433,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.01,0.5,100,0,30,2.0,20000,0.06949999999999999,0.01,0.8240000000000001,0.06100000000000001,0.014500000000000002,0.0205,0.0005,0.9565953325247356,0.06521739130434782,0.19034065403057376,0.20866664932234136,0.19212770710266108,61.43,61.43,7.545206321353825,0.0,False,False,-1,1621
S1_P12_space,P1P2,744720527,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.01,0.5,100,0,30,2.0,20000,0.0715,0.016000000000000004,0.8119999999999999,0.034999999999999996,0.038,0.013000000000000001,0.014500000000000002,0.9322996983450276,0.0813240702901512,0.22943486431712568,0.21852029764607583,0.22720946113325574,59.49,59.49,7.702201677660653,0.0,False,False,-1,1728
S1_P12_space,P1P2,381425458,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.01,0.5,100,0,30,2.0,20000,0.07999999999999999,0.008500000000000002,0.791,0.054000000000000006,0.023999999999999997,0.0245,0.017999999999999995,0.9343403849492858,0.06555269922879177,0.2199143553783039,0.22580178609660154,0.22292176266562952,59.39,59.39,7.691872883919017,0.0,False,False,-1,1666
S1_P12_space,P1P2,1620985466,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.01,0.5,100,0,30,2.0,20000,0.09699999999999999,0.016500000000000004,0.7659999999999999,0.052000000000000005,0.025999999999999995,0.024499999999999994,0.018,0.9409165507437622,0.07733443027560674,0.21796534329340403,0.18213512776030913,0.21721663846360442,61.81,61.81,7.494839244038238,0.0,False,False,-1,1703
S1_P12_space,P1P2,2121129191,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.01,0.5,100,0,30,2.0,20000,0.06150000000000001,0.027000000000000003,0.6915000000000001,0.125,0.03649999999999999,0.022000000000000002,0.0365,0.8352357635110408,0.13217678645187939,1.2992392972755462,1.2851210572004639,1.3339692906089484,59.69,59.69,7.828124586006924,0.0,False,False,-1,2355
S1_P12_space,P1P2,686818433,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.01,0.5,100,0,30,2.0,20000,0.11299999999999999,0.0605,0.466,0.11850000000000001,0.142,0.028000000000000004,0.072,0.664704566704219,0.16335030078667284,1.39017516467668,1.4672634083641065,1.4508064156057643,59.19,59.19,7.942885645258922,0.0,False,False,-1,2685
S1_P12_space,P1P2,744720527,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.01,0.5,100,0,30,2.0,20000,0.08449999999999998,0.026500000000000003,0.5619999999999999,0.1275,0.049,0.092,0.058499999999999996,0.7308241609331942,0.14458333333333334,1.3454468689869576,1.358916252793981,1.353573629516505,60.64,60.64,7.624355582215406,0.0,False,False,-1,2386
S1_P12_space,P1P2,381425458,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.01,0.5,100,0,30,2.0,20000,0.06600000000000002,0.022,0.604,0.06799999999999999,0.061999999999999986,0.1385,0.039500000000000014,0.8278627080808292,0.1545827633378933,1.4816366553063949,1.4594292064535475,1.5037187004252461,58.79,58.79,7.682127775044901,0.0,False,False,-1,2455
S1_P1_mobility,P1P2,2121129191,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,0,30,0.5,20000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5347900906451672,0.0,1.5347900906451672,19.29,19.29,20.369636141495665,0.0,True,True,16000,411
S1_P12_space,P1P2,1620985466,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.01,0.5,100,0,30,2.0,20000,0.09749999999999999,0.032999999999999995,0.6684999999999999,0.06400000000000002,0.06700000000000002,0.0345,0.0355,0.8411383862321558,0.1497605572485851,1.458468644263352,1.601720226626257,1.4881974287270414,60.49,60.49,7.716458355780786,0.0,False,False,-1,2527
S1_P1_mobility,P1P2,686818433,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,0,30,0.5,20000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4851568472109185,0.0,1.4851568472109185,19.22,19.22,20.46440987263322,0.0,True,True,16000,390
S1_P1_mobility,P1P2,744720527,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,0,30,0.5,20000,0.0,0.0,0.9935,0.006500000000000001,0.0,0.0,0.0,0.999685534591195,0.0006042296072507553,1.4925038917135451,0.0,1.4996962068343676,18.86,18.86,20.43730562685247,0.0,False,True,13000,432
S1_P1_mobility,P1P2,381425458,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,0,30,0.5,20000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4164980144172077,0.0,1.4164980144172077,18.98,18.98,20.729201016202584,0.0,True,True,14000,392
S1_P1_mobility,P1P2,1620985466,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,0,30,0.5,20000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5424521487006644,0.0,1.5424521487006644,20.05,20.05,20.64349278975499,0.0,True,True,16000,470
S1_P1_mobility,P1P2,2121129191,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,0,30,0.5,20000,0.0055,0.0,0.9825000000000002,0.012,0.0,0.0,0.0,0.9917909907299606,0.004036326942482341,0.17204578962044945,0.13465346534653466,0.17523193238431098,19.68,19.68,20.43843597205097,0.0,False,False,-1,825
S1_P1_mobility,P1P2,686818433,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,0,30,0.5,20000,0.008,0.0,0.992,0.0,0.0,0.0,0.0,1.0,0.0,0.19012493771459082,0.12839277658360532,0.189507616103281,19.04,19.04,20.897359607173815,0.0,False,True,20000,685
S1_P1_mobility,P1P2,744720527,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,0,30,0.5,20000,0.017500000000000005,0.0,0.9775000000000003,0.0,0.004999999999999999,0.0,0.0,0.9991830474521098,0.0016129032258064516,0.23450657550182413,0.5174147468716419,0.23788146266321672,19.28,19.28,20.069067155164547,0.0,False,False,-1,862
S1_P1_mobility,P1P2,381425458,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,0,30,0.5,20000,0.0,0.0,0.985,0.0,0.015000000000000003,0.0,0.0,1.0,0.0,0.13933410710712552,0.0,0.14811835877467908,18.95,18.95,21.236186414764983,0.0,False,True,18000,627
S1_P1_mobility,P1P2,1620985466,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,0,30,0.5,20000,0.0075,0.0,0.9875,0.0,0.004999999999999999,0.0,0.0,0.9995151374550517,0.0009689922480620155,0.19277308088747547,0.04786324786324786,0.19393254705933788,20.42,20.42,20.386152452419605,0.0,False,False,-1,774
S1_P1_mobility,P1P2,2121129191,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,0,30,0.5,20000,0.030500000000000006,0.0,0.9244999999999999,0.015500000000000003,0.0,0.029500000000000005,0.0,0.9777898610498242,0.014450867052023121,0.7535120400293573,1.6855119296467842,0.7947977537521821,19.37,19.37,20.55877599826242,0.0,False,False,-1,1017
S1_P1_mobility,P1P2,686818433,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,0,30,0.5,20000,0.024999999999999998,0.0,0.9625,0.004999999999999999,0.0,0.0075000000000000015,0.0,0.9983160599451167,0.003391472868217054,0.679122161106695,1.7819198508223817,0.7133384424231813,19.11,19.11,20.966295783902147,0.0,False,False,-1,892
S1_P1_mobility,P1P2,744720527,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,0,30,0.5,20000,0.014500000000000002,0.0,0.9805000000000001,0.0,0.0,0.004999999999999999,0.0,0.999190453296403,0.001544799176107106,0.7049349911822048,1.4206957413748886,0.7153840156822436,19.43,19.43,20.043668817381675,0.0,False,False,-1,864
S1_P1_mobility,P1P2,381425458,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,0,30,0.5,20000,0.015500000000000003,0.0,0.9739999999999999,0.0,0.0,0.0055,0.004999999999999999,0.9990715532286213,0.002,0.7469294049913644,0.8763110330429821,0.7483474378668635,19.74,19.74,20.177120544373796,0.0,False,False,-1,1010
S1_P1_mobility,P1P2,1620985466,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,0,30,0.5,20000,0.009999999999999998,0.0,0.945,0.0,0.024999999999999994,0.019999999999999997,0.0,0.9919989094753123,0.00864260294865277,0.5693462134886037,1.0096230008257916,0.5805150732838994,21.04,21.04,19.3734281069863,0.0,False,False,-1,756
S1_P1_mobility,P1P2,2121129191,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,0,30,0.5,20000,0.023,0.012,0.873,0.040999999999999995,0.025499999999999995,0.011999999999999999,0.013500000000000002,0.9657448720818117,0.02753441802252816,1.7243603065728805,1.4348025537553049,1.7111408586180508,21.49,21.49,20.072482389960086,0.0,False,False,15000,1250
S1_P1_mobility,P1P2,686818433,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,0,30,0.5,20000,0.025,0.029000000000000005,0.8895,0.030500000000000006,0.01,0.0125,0.0035000000000000005,0.9558438300832741,0.036252354048964215,1.6864069658258558,1.7796445925475781,1.6766557824059676,20.07,20.07,19.98696365897921,0.0,False,False,-1,1133
S1_P1_mobility,P1P2,744720527,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,0,30,0.5,20000,0.015,0.02,0.9049999999999999,0.015,0.022,0.0095,0.013499999999999998,0.9851025570327343,0.029645314981471677,1.6319066840156857,1.3312101910828025,1.61828738558382,20.24,20.24,19.948268909286746,0.0,False,False,-1,1153
S1_P1_mobility,P1P2,381425458,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,0,30,0.5,20000,0.0225,0.010499999999999999,0.8700000000000001,0.040999999999999995,0.022,0.018000000000000002,0.016000000000000004,0.9762497256463977,0.02244788882950294,1.5008784944951246,1.811700067838649,1.4998706078120747,19.95,19.95,20.402541393034568,0.0,False,False,-1,979
S1_P1_mobility,P1P2,1620985466,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.01,0.5,100,0,30,0.5,20000,0.031000000000000007,0.018,0.8690000000000001,0.010499999999999999,0.042,0.0215,0.008,0.982162491180907,0.033797216699801194,1.807747671674136,1.4852563811159634,1.8141497735416798,19.22,19.22,19.87822325137336,0.0,False,False,-1,1206
S1_P1_mobility,P1P2,2121129191,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.01,0.5,100,0,30,0.5,20000,0.07150000000000001,0.008500000000000002,0.7655000000000001,0.043500000000000004,0.042499999999999996,0.05299999999999999,0.0155,0.937704875349579,0.05938784833257195,0.22655494156635467,0.22971184598805616,0.2293256494368275,19.59,19.59,21.17961620857618,0.0,False,False,-1,1680
