variant_name,seed,payoff_preset,compat_N,well_mixed,mutation_rate,dunbar_limit,player_speed,cycle,share_TFT,share_ALLC,share_ALLD,share_FTFT,share_TF2T,share_GRIM,share_WSLS,share_QLEARN,share_AQLEARN,d_share_window,nb_character_changes
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,49400,0.03,0.0,0.935,0.03,0.0,0.005,0.0,0.0,0.0,0.9480874316939891,872
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,49500,0.03,0.0,0.935,0.03,0.0,0.005,0.0,0.0,0.0,1.0,874
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,49600,0.035,0.0,0.93,0.03,0.0,0.005,0.0,0.0,0.0,1.0,875
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,49700,0.035,0.0,0.93,0.03,0.0,0.005,0.0,0.0,0.0,1.0,875
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,49800,0.035,0.0,0.93,0.03,0.0,0.005,0.0,0.0,0.0,0.91796875,875
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,49900,0.035,0.0,0.93,0.03,0.0,0.005,0.0,0.0,0.0,0.9390243902439024,877
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,50000,0.035,0.0,0.935,0.025,0.0,0.005,0.0,0.0,0.0,0.9132947976878613,878
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,50100,0.035,0.0,0.935,0.025,0.0,0.005,0.0,0.0,0.0,0.9367816091954023,878
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,50200,0.035,0.0,0.935,0.025,0.0,0.005,0.0,0.0,0.0,0.9116022099447514,878
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,50300,0.035,0.0,0.935,0.025,0.0,0.005,0.0,0.0,0.0,0.8979591836734694,878
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,50400,0.035,0.0,0.935,0.025,0.0,0.005,0.0,0.0,0.0,0.8870056497175142,878
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,50500,0.035,0.0,0.935,0.025,0.0,0.005,0.0,0.0,0.0,0.8979591836734694,878
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,50600,0.035,0.0,0.93,0.03,0.0,0.005,0.0,0.0,0.0,0.907725321888412,879
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,50700,0.035,0.0,0.93,0.03,0.0,0.005,0.0,0.0,0.0,0.9089219330855018,879
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,50800,0.035,0.0,0.93,0.03,0.0,0.005,0.0,0.0,0.0,0.8541666666666666,879
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,50900,0.035,0.0,0.93,0.03,0.0,0.005,0.0,0.0,0.0,0.8118556701030928,879
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,51000,0.035,0.0,0.93,0.03,0.0,0.005,0.0,0.0,0.0,0.8926174496644296,879
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,51100,0.035,0.0,0.93,0.03,0.0,0.005,0.0,0.0,0.0,0.9319727891156463,879
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,51200,0.035,0.0,0.93,0.03,0.0,0.005,0.0,0.0,0.0,0.9459459459459459,879
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,51300,0.035,0.0,0.935,0.03,0.0,0.0,0.0,0.0,0.0,0.9485294117647058,880
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,51400,0.035,0.0,0.935,0.03,0.0,0.0,0.0,0.0,0.0,0.9528301886792453,880
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,51500,0.035,0.0,0.935,0.03,0.0,0.0,0.0,0.0,0.0,0.9421965317919075,880
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,51600,0.035,0.0,0.935,0.03,0.0,0.0,0.0,0.0,0.0,0.9415204678362573,880
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,51700,0.035,0.0,0.935,0.03,0.0,0.0,0.0,0.0,0.0,0.9530516431924883,880
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,51800,0.035,0.0,0.935,0.03,0.0,0.0,0.0,0.0,0.0,0.9095477386934674,880
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,51900,0.035,0.0,0.935,0.03,0.0,0.0,0.0,0.0,0.0,0.8565022421524664,880
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,52000,0.035,0.0,0.935,0.03,0.0,0.0,0.0,0.0,0.0,0.8701923076923077,880
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,52100,0.035,0.0,0.94,0.025,0.0,0.0,0.0,0.0,0.0,0.8870967741935484,881
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,52200,0.035,0.0,0.94,0.025,0.0,0.0,0.0,0.0,0.0,0.9085714285714286,881
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,52300,0.035,0.0,0.94,0.025,0.0,0.0,0.0,0.0,0.0,0.949238578680203,881
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,52400,0.035,0.0,0.945,0.02,0.0,0.0,0.0,0.0,0.0,0.9502262443438914,884
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,52500,0.03,0.0,0.945,0.025,0.0,0.0,0.0,0.0,0.0,0.9764705882352941,886
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,52600,0.03,0.0,0.94,0.03,0.0,0.0,0.0,0.0,0.0,0.9516806722689075,887
