variant_name,seed,network_variant,col,row,total_games,share_repeat_remembered,share_repeat_ever,last_window_share_remembered,last_window_share_ever
PM4_heatmap,2121129191,baseline,10,10,9,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,11,10,25,0.96,0.96,-1.0,-1.0
PM4_heatmap,2121129191,baseline,13,10,29,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,14,10,75,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,15,10,21,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,16,10,460,0.9847826086956522,0.9847826086956522,-1.0,-1.0
PM4_heatmap,2121129191,baseline,17,10,379,0.9841688654353562,0.9841688654353562,-1.0,-1.0
PM4_heatmap,2121129191,baseline,18,10,110,0.9818181818181818,0.9818181818181818,-1.0,-1.0
PM4_heatmap,2121129191,baseline,19,10,8,0.875,0.875,-1.0,-1.0
PM4_heatmap,2121129191,baseline,24,10,5,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,25,10,10,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,26,10,124,0.967741935483871,0.967741935483871,-1.0,-1.0
PM4_heatmap,2121129191,baseline,27,10,177,0.9830508474576272,0.9830508474576272,-1.0,-1.0
PM4_heatmap,2121129191,baseline,28,10,56,0.9821428571428571,0.9821428571428571,-1.0,-1.0
PM4_heatmap,2121129191,baseline,30,10,21,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,31,10,1,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,34,10,143,0.993006993006993,0.993006993006993,-1.0,-1.0
PM4_heatmap,2121129191,baseline,35,10,78,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,36,10,78,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,37,10,85,0.9882352941176471,0.9882352941176471,-1.0,-1.0
PM4_heatmap,2121129191,baseline,38,10,22,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,5,11,16,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,6,11,11,0.9090909090909091,0.9090909090909091,-1.0,-1.0
PM4_heatmap,2121129191,baseline,9,11,4,0.75,0.75,-1.0,-1.0
PM4_heatmap,2121129191,baseline,10,11,80,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,14,11,4,0.75,0.75,-1.0,-1.0
PM4_heatmap,2121129191,baseline,15,11,58,0.9827586206896551,0.9827586206896551,-1.0,-1.0
PM4_heatmap,2121129191,baseline,16,11,26,0.9230769230769231,0.9230769230769231,-1.0,-1.0
PM4_heatmap,2121129191,baseline,17,11,320,0.984375,0.984375,-1.0,-1.0
PM4_heatmap,2121129191,baseline,18,11,415,0.9927710843373494,0.9927710843373494,-1.0,-1.0
PM4_heatmap,2121129191,baseline,19,11,378,0.9920634920634921,0.9920634920634921,1.0,1.0
PM4_heatmap,2121129191,baseline,20,11,197,1.0,1.0,1.0,1.0
PM4_heatmap,2121129191,baseline,21,11,52,0.9807692307692307,0.9807692307692307,1.0,1.0
PM4_heatmap,2121129191,baseline,24,11,62,0.967741935483871,0.967741935483871,-1.0,-1.0
PM4_heatmap,2121129191,baseline,25,11,97,0.9896907216494846,0.9896907216494846,-1.0,-1.0
PM4_heatmap,2121129191,baseline,26,11,61,0.9672131147540983,0.9672131147540983,-1.0,-1.0
PM4_heatmap,2121129191,baseline,27,11,81,0.9876543209876543,0.9876543209876543,-1.0,-1.0
PM4_heatmap,2121129191,baseline,30,11,13,0.9230769230769231,0.9230769230769231,-1.0,-1.0
PM4_heatmap,2121129191,baseline,31,11,47,0.9787234042553191,0.9787234042553191,-1.0,-1.0
PM4_heatmap,2121129191,baseline,34,11,56,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,35,11,38,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,42,11,40,0.95,0.95,-1.0,-1.0
PM4_heatmap,2121129191,baseline,45,11,39,0.9743589743589743,0.9743589743589743,-1.0,-1.0
PM4_heatmap,2121129191,baseline,46,11,91,0.989010989010989,0.989010989010989,-1.0,-1.0
PM4_heatmap,2121129191,baseline,47,11,102,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,49,11,1,0.0,0.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,2,12,43,0.9767441860465116,0.9767441860465116,-1.0,-1.0
PM4_heatmap,2121129191,baseline,5,12,23,0.9565217391304348,0.9565217391304348,-1.0,-1.0
PM4_heatmap,2121129191,baseline,6,12,103,0.9805825242718447,0.9805825242718447,-1.0,-1.0
PM4_heatmap,2121129191,baseline,7,12,16,0.9375,0.9375,-1.0,-1.0
PM4_heatmap,2121129191,baseline,10,12,5,0.8,0.8,-1.0,-1.0
PM4_heatmap,2121129191,baseline,13,12,41,0.975609756097561,0.975609756097561,-1.0,-1.0
PM4_heatmap,2121129191,baseline,16,12,28,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,18,12,9,0.8888888888888888,0.8888888888888888,-1.0,-1.0
PM4_heatmap,2121129191,baseline,19,12,30,0.9666666666666667,0.9666666666666667,-1.0,-1.0
PM4_heatmap,2121129191,baseline,21,12,17,0.9411764705882353,0.9411764705882353,-1.0,-1.0
PM4_heatmap,2121129191,baseline,23,12,51,0.9803921568627451,0.9803921568627451,-1.0,-1.0
PM4_heatmap,2121129191,baseline,25,12,24,0.9583333333333334,0.9583333333333334,-1.0,-1.0
PM4_heatmap,2121129191,baseline,26,12,54,0.9814814814814815,0.9814814814814815,-1.0,-1.0
PM4_heatmap,2121129191,baseline,27,12,36,0.9722222222222222,0.9722222222222222,-1.0,-1.0
PM4_heatmap,2121129191,baseline,43,12,87,0.9770114942528736,0.9770114942528736,-1.0,-1.0
PM4_heatmap,2121129191,baseline,47,12,31,0.967741935483871,0.967741935483871,-1.0,-1.0
PM4_heatmap,2121129191,baseline,49,12,61,0.9836065573770492,0.9836065573770492,-1.0,-1.0
PM4_heatmap,2121129191,baseline,1,13,25,0.96,0.96,-1.0,-1.0
PM4_heatmap,2121129191,baseline,2,13,122,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,6,13,30,0.9666666666666667,0.9666666666666667,-1.0,-1.0
PM4_heatmap,2121129191,baseline,7,13,9,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,12,13,8,1.0,1.0,-1.0,-1.0
PM4_heatmap,2121129191,baseline,13,13,151,0.9933774834437086,0.9933774834437086,-1.0,-1.0
PM4_heatmap,2121129191,baseline,14,13,56,0.9642857142857143,0.9642857142857143,-1.0,-1.0
PM4_heatmap,2121129191,baseline,15,13,24,0.9583333333333334,0.9583333333333334,-1.0,-1.0
PM4_heatmap,2121129191,baseline,16,13,54,0.9814814814814815,0.9814814814814815,-1.0,-1.0
