variant_name,prediction,seed,compat_N,well_mixed,payoff_preset,payoff_T,payoff_R,payoff_P,payoff_S,evolution_on,mutation_rate,fermi_k,evolution_interval,dunbar_limit,vision_radius,player_speed,end_cycle,share_TFT,share_ALLC,share_ALLD,share_FTFT,share_TF2T,share_GRIM,share_WSLS,d_share,exploit_last_window,payoff_ALLD,payoff_TFT,payoff_all,known_partners,distinct_partners,games_per_partner,exceeding_dunbar,fixated,stabilized,alld_trend_10k,nb_character_changes
S2_pairs,S2,381425458,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,5,30,0.1,100000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2916239397463174,0.0,1.2916239397463174,5.0,19.47,97.99573307597697,1.0,True,True,0.0,436
S2_pairs,S2,1620985466,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,5,30,0.1,100000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2675660636780726,0.0,1.2675660636780726,5.0,19.99,93.62162090086477,1.0,True,True,0.0,478
S2_pairs,S2,2121129191,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,5,30,0.1,100000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12554093841905659,0.0,0.12554093841905659,4.995,19.08,97.59693189923591,0.995,True,True,0.012065112260427802,1002
S2_pairs,S2,686818433,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,5,30,0.1,100000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12404932084741618,0.0,0.12404932084741618,5.0,20.15,97.30852741434748,0.995,True,True,0.015636254545013786,913
S2_pairs,S2,744720527,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,5,30,0.1,100000,0.0,0.0,0.9949999999999999,0.0,0.004999999999999999,0.0,0.0,1.0,0.0,0.14588715925192217,0.0,0.14573599364865755,5.0,19.26,97.26616475798939,1.0,False,True,0.015819927279701062,980
S2_pairs,S2,381425458,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,5,30,0.1,100000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10265254162976573,0.0,0.10265254162976573,5.0,19.54,96.13363357913468,1.0,True,True,0.007066612266446869,816
S2_pairs,S2,1620985466,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.0,0.5,100,5,30,0.1,100000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11322258479306245,0.0,0.11322258479306245,4.99,20.46,94.0031755701572,0.995,True,True,0.015050532202122949,931
S2_pairs,S2,2121129191,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,5,30,0.1,100000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4653870305745015,0.0,0.4653870305745015,5.0,19.45,97.1357454943942,1.0,True,True,0.011988047952187414,1033
S2_pairs,S2,686818433,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,5,30,0.1,100000,0.0,0.0,0.9949999999999999,0.0,0.0,0.004999999999999999,0.0,1.0,0.0,0.6772772364471554,0.0,0.6766129061531433,5.0,19.45,97.97832172019567,1.0,False,False,0.04829517718069261,1380
S2_pairs,S2,744720527,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.0,0.5,100,5,30,0.1,100000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.39934356854669617,0.0,0.39934356854669617,5.0,19.94,96.00165006761523,0.995,True,True,0.012064224256897758,790
